#$Equipos$de Liga 1
6|2|1|SD Vigesimoséptima
6|2|2|Athl. Oram
6|2|2|Atl. Puerto Primavera
6|2|2|Base Sakura Atlético
6|2|2|SA Catalia
6|2|2|SD Menta
6|2|2|Atlético Ortigal
#$Equipos$de Liga 6 - Grupo 3
6|3|0|As de la Hoja
6|3|0|Atl. Butterfree
6|3|0|CRD Clorofila
6|3|0|Deportivo Zafiro
6|3|0|Gimnasio de las Alas
6|3|0|AD Violeta
6|3|1|Atl. Caquic
6|3|1|Indep. Victreebel
6|3|1|Matamoscas CF
6|3|1|Roost Athletic
6|3|1|SD Bolaclavos
6|3|1|CyD Stantler
6|3|2|Bonsly CD
6|3|2|CD Pidgeot
6|3|2|Estudiantes de Malva.
6|3|2|SPD Monacal
6|3|2|Tripleta de Malva
6|3|2|CD Aranja
#$Equipos$de Liga 6 - Grupo 4
6|4|0|AD Delorean
6|4|0|ADR Metálico
6|4|0|CD Quagsire
6|4|0|CD Semilla Milagro
6|4|0|Lapras Venusino FC
6|4|0|CD Globo Veneno
6|4|1|AD Bonguriana
6|4|1|Atlético Antonense
6|4|1|Atlético Carbonífero
6|4|1|CA Psicotiempo
6|4|1|Deportivo Xatu
6|4|1|CD Rafael Alvear
6|4|2|Atlético del Santuario
6|4|2|Atlético Slowbro
6|4|2|Base CD Azalea
6|4|2|Pescadores 32 SA
6|4|2|SD Slowking
6|4|2|SCD Puerro Duro
#$Equipos$de Liga 6 - Grupo 5
6|5|0|APD Centenal
6|5|0|Atlético del Parque
6|5|0|CD Solidago
6|5|0|Marítimo de Trigal
6|5|0|SD Subterránea
6|5|0|AD Roca Amarilla
6|5|1|AC Ledian
6|5|1|ACD Comercial
6|5|1|AU Rodamiento
6|5|1|Deportivo del Comercio
6|5|1|Vecinal de la Guardia
6|5|1|Deportivo Florista
6|5|2|Atlético Clefable
6|5|2|Atlético Convencional
6|5|2|CD Blanquense
6|5|2|Deportivo Clariano
6|5|2|JD Comunicaciones
6|5|2|GDA Ferrovial de Johto
#$Equipos$de Liga 6 - Grupo 6
6|6|0|Atlético Romero
6|6|0|Deportivo Corsola
6|6|0|SD Baobab
6|6|0|SD Farmaceuta
6|6|0|SD Rape Linterna
6|6|0|SD Linterna Marina
6|6|1|CA Remolino Base
6|6|1|CD Centaurea
6|6|1|CD Palmpona
6|6|1|Club de Buceo Roca Roja
6|6|1|Deportivo Occidental
6|6|1|SD Anemonae
6|6|2|Atlético Acantilado
6|6|2|CA Peñasco 47
6|6|2|CA Ultimia Safari
6|6|2|Nunchuck de Orquídea
6|6|2|Puerta Safari CF
6|6|2|Atlético Flor de Lis
#$Equipos$de Liga 6 - Grupo 7
6|7|0|CA Centinodial
6|7|0|Cactus SCD
6|7|0|Campanario Iris CF
6|7|0|Gimnástica del Monte
6|7|0|SD Misdreavus
6|7|0|Atlético Torre Quemada
6|7|1|AC Seiscuadrado
6|7|1|Deportivo Amaranto
6|7|1|Deportivo Sófora
6|7|1|Guardia Kabuki SCD
6|7|1|Montaña Norte CF
6|7|1|Atlético Marill
6|7|2|Atlético de las Artes.
6|7|2|CD Cidrón
6|7|2|CD Espino
6|7|2|CD Mortero
6|7|2|Pluma Dorada SC
6|7|2|CDA Teca
#$Equipos$de Liga 6 - Grupo 8
6|8|0|Aipom Deportivo
6|8|0|Astillero Olivo CF
6|8|0|Atlético Rudiense
6|8|0|Club Naval de Olivo
6|8|0|Petralba 39 CF
6|8|0|CDA Débora Draco
6|8|1|Atlético SS Aqua
6|8|1|CD Forysthia
6|8|1|CD Granja 39
6|8|1|Jazmín Olívico
6|8|1|JD Asahi
6|8|1|EDF Olívicas
6|8|2|CD Mikan
6|8|2|Deportivo Clementino
6|8|2|Hésperis CF
6|8|2|SA Limonera
6|8|2|Vía 38 FC
6|8|2|Steamboat FC
#$Equipos$de Liga 6 - Grupo 9
6|9|0|AD Lance Draconiano
6|9|0|CD Smoochum
6|9|0|Fortaleza SCD
6|9|0|SCD Pirolisco
6|9|0|SD Albaricoque
6|9|0|AD Kingdra
6|9|1|AD Junípero
6|9|1|Deportivo Guarida
6|9|1|Deportivo Pícea
6|9|1|Escuela Horsea
6|9|1|SCD Alfredo Yanagi
6|9|1|CD Escama Dragón
6|9|2|Atlético Carámbano
6|9|2|Dragón de Endrino
6|9|2|EA Nordeste
6|9|2|SA Dracopulso
6|9|2|Vipera Endrino
6|9|2|SC Los Almendros
